id,Num,Country,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,X65,X66,X67,X68,X69,X70,X71,X72,X73,X74,X75,X76,X77,X78,X79,X80,X81,X82,S
90,9,Poland,0.03,0.5,0.08,1.37,0.27,0.05,1.07,0.72,0.54,0.04,0.2,0.14,0.06,0.2,1.99,0.08,0.06,0.04,0.04,0.27,0.15,6.37,0.12,6.61,0.63,0.07,3.03,1.37,0,0.73,0.73,0.82,0,0.42,0.05,0.24,0.89,0.09,0.13,0.61,0.23,0.78,1.18,338641.28,0.05,0.51,6.7,6.81,3.19,1.04,-0.04,0.26,0.52,0.1,0.14,0.2,0.36,0.44,-21.34,0.32,2.54,0,0.03,0.01,0,347.33,4039.88,2059.51,4785.98,187.4,270.96,1.06,1.02,1.07,0.96,0.38,1.91,1.71,0.75,0.95,0,-2.54,3
91,13,Poland,0.03,0.81,-0.06,0.92,0.08,0.05,0.23,2.4,0.19,0.05,0.07,0.03,0.02,0.09,1.23,0.06,0.02,0.05,0.01,0.11,0.06,10.79,-0.21,5.95,0.33,0.24,3.08,2.91,0.24,2.4,8.84,0.23,0.1,0.03,0.02,0.11,0.52,0.06,0.03,0.87,0.77,0.64,0.79,-56415,0.18,0.24,7.83,6.48,3.13,8.08,-0.16,1.66,0.78,0.02,0.01,0.03,0.46,0.03,1.54,0.03,0.45,0.01,0.46,0.66,0.02,2709.28,9492.1,8329.73,11276.89,513.87,1730.56,1,1,1.03,m,0.74,1.46,1.01,1.14,1.12,m,m,3
92,17,Poland,0.04,0.41,-0.01,0.96,0.42,0.07,1.52,0.57,0.62,0.06,0.29,0.12,0.11,0.17,2.46,0.15,0.12,0.06,0.07,0.2,0.11,8.67,-0.01,6.59,0.67,0.1,2.28,1.31,0,0.59,0.86,0.79,0,0.39,0.1,0.57,0.64,m,m,0.55,0.23,0.8,1.02,-34968.54,0.07,0.28,7.58,9.9,2.45,0.74,-0.16,-99.94,0,0,0,0,0,0,0,0,-0.01,0,0.02,0.01,0.08,269.49,2429.03,m,2780.13,166.82,215.3,0.83,0.83,m,m,m,m,m,m,m,m,m,3
93,18,Hungary,0.05,0.15,m,m,0.76,0.06,5.5,0.6,0.85,0.07,0.45,m,0.08,m,6.5,0.27,0.09,0.04,0.08,0.08,m,-3.8,m,6.46,0.01,0.05,4.42,3.62,0,0.6,m,0.87,0,m,0.07,0.41,m,m,m,m,0.13,1.62,1.67,m,0.06,0.03,5.23,3.3,4.75,1.14,m,m,m,m,m,m,m,m,m,m,m,0,0.01,0.02,0.02,1641.84,24713.45,m,33028.24,1389.15,2653.48,1.06,1.1,1.38,1.07,0.74,m,1.41,1,0.86,1.16,-3.45,3
94,20,Poland,-0.02,0.68,0.05,1.1,0.26,0.03,0.47,1.29,0.32,0.04,0.06,0.05,0.03,0.1,1.46,0.06,0.02,0.04,-0.02,0.06,0.03,-2.39,0.09,6.1,0.49,0.14,2.91,1.88,0,1.32,0.95,0.56,0,0.16,0.03,-0.08,0.52,0.09,0.07,0.71,0.44,0.62,1.09,56889.69,-0.06,0.76,5.06,8.04,2.94,2.51,-0.17,-1.74,3.59,0.01,0.01,0.02,0.05,0.03,0.87,0.02,0.27,0,0.01,0,0,659.07,7997.94,2473.06,4864.34,211.28,410.5,m,m,0.99,0.9,1.07,3.69,0.87,0.93,0.69,7.02,0.13,3
95,23,Poland,0.09,0.97,-0.19,0.64,-0.03,0.14,0.03,1.37,0.03,0.13,0.26,0.15,0.1,0.21,1.03,0.13,0.1,0.12,0.07,0.06,0.17,12.35,-0.28,5.83,0.7,3.7,2.42,1.29,0,1.37,0.6,0.49,0,0.01,0.09,1.62,0.53,0.2,0.14,0.34,0.51,0.05,0.72,-126729.33,2.67,13.43,24.69,5.15,2.66,2.04,-0.21,0.76,0.6,0.12,0.09,0.12,0.26,0.23,5.4,0.36,0.95,0.01,0.09,0.76,0.06,57884.98,14317.73,9968.63,15643.71,1946.81,2897.72,1.01,1.05,0.99,0.94,0.63,1.98,0.93,0.93,0.84,4.64,8.59,3
96,24,Poland,0.11,0.47,0.13,1.48,0.49,0.15,1.14,1.14,0.53,0.14,0.55,0.17,0.13,0.42,2.14,0.29,0.13,0.14,0.09,0.04,0.33,17.24,0.21,5.86,0.38,0.26,3.8,2.16,1.14,1.15,1.16,0.73,1,0.15,0.12,0.65,0.88,0.19,0.16,0.84,0.27,0.88,1.21,94402,0.2,0.38,7.09,5.9,4.3,1.89,-0.03,1.17,0.55,0.09,0.08,0.19,0.44,0.34,86.53,0.23,0.65,0.01,0.09,0.73,0.07,2228.93,8170.58,6375.45,8665.25,1187.13,1962.98,1.01,1,1.14,1.14,6.14,-172.28,1.11,0.83,1.08,1.02,-0.29,3
97,25,Poland,0.04,0.36,0.28,2.67,0.05,0.05,1.81,0.87,0.66,0.05,0.28,0.1,0.06,0.23,2.74,0.13,0.05,0.05,0.04,0.61,0.2,-9.16,0.51,6.06,0.31,0.07,5.01,2.3,0,0.89,1.39,0.86,0,0.8,0.05,0.2,1.64,0.08,0.1,1.23,0.17,1.19,1.55,319566.58,0.05,0.3,5.02,6.2,5.2,1.57,0.13,0.71,0.76,0.05,0.06,0.14,0.25,0.3,-3.2,0.11,1.06,0.01,0.18,0.34,0.03,353.19,5066.69,2758.53,5002.3,233.27,421.89,0.91,0.94,1.05,1.03,1.03,3.51,1.04,1.02,1.02,0.12,-1.23,3
98,26,Poland,0.06,0.32,0.16,1.78,0.6,0.08,2.17,0.7,0.68,0.08,0.39,0.18,0.12,0.4,3.17,0.23,0.11,0.07,0.08,0.08,0.34,22.49,0.26,6.13,0.29,0.11,3.04,2,0.7,0.7,2.6,0.79,1,0.95,0.1,0.67,1.35,0.12,0.17,1.17,0.21,1.08,1.25,215246,0.09,0.16,7.96,8.27,3.37,1.11,0.13,0.92,0.74,0.06,0.09,0.2,0.59,0.31,-30.56,0.17,0.88,0,0.05,0.1,0.02,491.54,4205.76,2787.61,4607.77,336.19,532.67,0.94,0.86,0.99,0.95,1.03,11.72,1.06,0.94,0.81,-16.67,-1.51,3
99,28,Poland,0.06,0.52,0.18,1.41,0.05,0.07,0.91,1.55,0.48,0.09,0.17,0.07,0.06,0.2,1.91,0.16,0.05,0.09,0.04,0.42,0.16,-6.54,0.5,5.71,0.31,0.18,3.27,2.81,2.66,1.55,5.26,0.55,1.72,0.2,0.06,0.23,0.87,0.11,0.07,1.21,0.45,1.3,1.5,93691,0.12,0.16,6.39,5.11,3.45,4.21,-0.04,21.26,10.75,0,0,0.01,0.04,0.01,0.26,0,0.03,0.01,0.16,0.2,0.03,748.42,4802.07,3144.2,4186.24,357.87,974.51,0.97,0.97,0,0,0,0,0,0,0,0,0,3
100,31,Poland,0.1,0.27,0.44,2.73,0.16,0.12,2.69,2.62,0.73,0.13,0.48,0.06,0.05,0.55,3.69,0.46,0.05,0.12,0.04,0.57,0.46,-31.06,1.43,5.46,0.05,0.17,9.87,9.25,0,2.63,15.11,0.75,0,0.65,0.05,0.22,1,0.15,0.06,2.56,0.25,2.37,2.43,126347.26,0.13,0.02,5.96,29.15,10.28,8.52,0,-1.35,-0.35,-0.07,-0.03,-0.27,-4.29,-0.28,1,-0.1,-0.58,0,0.03,0.02,0.05,1405.01,8351.23,6847.53,8263.42,1024.11,3335.97,1.01,1.01,0.96,0.97,0.19,m,1.21,0.89,0.97,-0.15,-2.08,3
101,32,Poland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
102,35,Poland,-0.01,0.81,-0.11,0.87,0.03,-0.01,0.21,2.97,0.17,-0.01,-0.01,0,0,0.01,1.23,-0.01,0,-0.01,0,0.14,0.01,-33.85,-0.36,5.16,0.23,-0.05,3.67,3.67,0.19,2.98,3191.53,0.17,0.06,0.17,0,-0.03,0.52,0.01,0,0.87,0.81,0.58,0.58,-15326,-0.05,0,10.37,10.48,3.64,10.14,-0.13,0.57,-0.96,-0.02,-0.01,-0.02,-119.89,-0.02,0.49,-0.02,1.76,0,0.03,0,0,572.45,-10663.72,15640.88,-10732.36,96.64,330.27,0.96,0.95,0.98,0.89,0.88,2.85,0.89,0.82,0.84,-7.1,-1.6,3
103,36,Poland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.98,0.41,-6.02,0.91,1.05,0.93,-2.5,0.29,3
104,37,Poland,0.04,0.71,0.1,1.23,0.23,0.06,0.43,1.66,0.31,0.07,0.13,0.06,0.04,0.13,1.41,0.09,0.03,0.06,0.02,0.07,0.11,-7.17,0.22,5.57,0.4,0.21,3.71,2.28,0,1.68,1.02,0.58,0,0.11,0.04,0.16,0.64,0.1,0.06,0.76,0.44,0.67,1.26,37405.27,0.13,0.89,6.42,7.15,3.79,3.59,-0.1,1.44,1.3,0.03,0.02,0.04,0.1,0.07,1.69,0.05,0.45,0,0.01,0,0.06,832.3,4494.18,2549.9,4032.52,255.9,554.49,1.07,1.08,1.02,1.06,1.13,m,1.14,1,0.99,0.75,1.7,3
105,38,Poland,-0.01,0.65,0.1,1.25,0.03,0.05,0.54,1.38,0.35,0.03,0.13,0.07,0.01,0.15,1.53,0.03,0.04,0.02,0,0.32,0.06,0.81,0.2,5.01,0.44,0.05,3.47,2.1,0,1.39,1.02,0.61,0,0.12,0.01,-0.02,0.67,0.06,0.05,0.76,0.39,0.69,1.2,10114.55,-0.01,0.73,5.98,6.37,3.5,2.73,-0.1,-0.05,0.43,0.1,0.08,0.16,0.4,0.26,-28.53,0.21,5.64,0,0.02,0,0,474.98,3278.04,2647.53,9066.66,166.79,329.66,1.2,1.22,1.07,1.57,5.69,m,1.24,1.18,0.83,1.63,-0.75,3
106,39,Poland,0.06,0.34,0.23,1.76,0.06,0.07,1.95,1.16,0.66,0.07,0.21,0.1,0.06,0.35,2.95,0.2,0.06,0.07,0.05,0.6,0.34,-28.85,0.51,5.66,0.23,0.1,3.54,3.23,1.16,1.16,16.1,0.69,1,0.89,0.06,1.03,1.56,0.12,0.1,1.6,0.31,1.45,1.51,107943,0.1,0.05,18.83,5.66,3.76,2.54,0.17,1.48,1.22,0.04,0.04,0.13,1.44,0.14,1.93,0.08,0.64,0,0.04,0.05,0.06,981.24,9926.69,5402.53,9591.45,648.71,1419.78,1,0.99,0.93,0.83,1.6,-2.33,1.05,1.06,0.98,0.34,0.76,3
107,40,Poland,0.07,0.24,0.09,1.98,0.14,0.09,3.16,0.5,0.76,0.09,1.06,0.19,0.21,0.39,4.15,0.36,0.19,0.09,0.14,0.62,0.3,32.97,0.1,6.05,0.3,0.11,4.73,1.73,0.12,0.5,0.98,0.91,0.24,1.02,0.17,2.93,1.71,0,0,0.73,0.09,0.92,1.11,97039,0.09,0.2,20.47,8.35,5.7,0.61,0.15,0.39,0,0.18,0.36,0.76,1.19,2.07,3.69,1.04,2.08,0,0.02,0.02,0.02,365.32,2981.02,m,3188.47,278.24,337.12,1.16,0.97,1.09,1.01,m,1.99,1.12,0.9,0.85,3.17,-1.11,3
108,48,Poland,0.05,0.62,0,1.01,0.37,0.1,0.6,0.75,0.38,0.09,0.53,0.2,0.13,0.24,1.6,0.14,0.14,0.09,0.06,0.01,0.16,6.02,0,5.71,0.79,0.23,3.5,1.07,0,0.76,0.31,0.81,0,0.26,0.12,0.78,0.7,0.14,0.18,0.31,0.19,0.47,1,1407.17,0.13,1.15,12.5,8.91,3.92,0.93,-0.1,0.43,0.46,0.11,0.15,0.18,0.25,0.58,26.03,0.57,1.26,0,0.02,0.02,0.17,1315.96,4842.6,3576.62,5646.42,493.85,612.88,0.94,0.84,1.11,1.1,0.95,6.39,1.74,0.93,1.08,0.66,-0.88,3
109,54,Poland,0.07,0.59,0.2,1.5,0.09,0.08,0.69,0.65,0.41,0.1,0.2,0.16,0.17,0.18,1.69,0.16,0.12,0.09,0.1,0.32,0.15,-5.54,0.49,5.55,0.89,0.23,1.44,0.97,0.65,0.67,1.56,0.6,1,0.03,0.14,0.23,0.77,0.12,0.18,1,0.4,1,1.49,70431,0.16,0.48,2.26,2.24,1.64,1.61,-0.16,-1.48,-0.55,-0.05,-0.07,-0.08,-0.23,-0.11,1.32,-0.08,-0.48,0,0.01,0,0.03,1741.49,8850.19,5937.29,7489.96,708.85,1747.75,0.83,0.81,0.95,0.92,-10.15,-71.84,0.93,1.11,1.57,-3.45,0.23,3
110,57,Poland,-0.36,0.91,-0.07,0.91,-0.4,-0.29,0.1,0.95,0.09,-0.33,-0.34,-0.29,-0.25,-0.3,1.1,-0.36,-0.31,-0.33,-0.38,0.49,-0.38,-9.23,-0.31,5.54,0.91,-3.66,1.53,1.41,0,0.95,10.28,0.16,0,0.33,-0.35,-14.75,0.88,-0.32,-0.34,0.84,0.84,0.39,0.7,-25036.73,-3.99,0.8,38.44,2.02,1.13,4.06,-0.08,-1.04,0.04,0.35,0.37,0.38,4.83,0.41,-20.33,0.45,-1.05,0,0,0,0,981.96,-308.35,-279.64,-268.4,89.18,382.68,0.92,1.28,1.02,1.21,0.84,4.09,0.85,0.99,1.36,2.19,-0.76,3
111,58,Poland,0.09,0.5,0.4,2.23,0.27,0.13,0.99,0.72,0.49,0.15,0.41,0.27,0.14,0.38,2.01,0.18,0.18,0.09,0.12,0.23,0.29,-5.72,1.26,5.89,0.41,0.18,2.02,1.3,0.72,0.74,3.49,0.67,1,0.86,0.12,0.85,1.92,0.15,0.21,1.44,0.32,1.57,2.13,310977,0.17,0.36,7.07,2.12,2.24,2.29,0.54,1.16,0.81,0.07,0.1,0.15,0.42,0.23,0.72,0.1,0.83,0,0,0,0.18,1102.93,4157.16,3622.53,6073.48,543.12,1726.28,0.91,0.93,0.85,0.75,37.49,1.71,0.64,0.9,1.16,-0.85,-0.26,3
112,59,Poland,0.01,1.06,-0.14,0.81,0.07,3.08,0.24,3.11,0.25,3.13,4.12,0.99,-140.99,2.92,0.94,2.93,0.99,3.11,0,0.18,0.02,-62.67,-0.36,5.04,0.34,12.26,0.04,0.03,0,3.13,0.93,0.57,0,0.02,1,0.02,0.39,3.12,1,0.57,0.75,0.64,1.43,-15378.3,0.03,1.23,9.84,11.23,4.17,7.89,-10.66,0.6,0.98,0.01,0,0.01,0.04,0.02,2.6,0.02,0,0,0.02,0,0.02,332.29,27.34,26.99,27.1,84.16,213.35,0.9,0.01,0.94,0.86,1.09,m,0.87,0.77,0.62,2.21,-1.2,3
113,60,Poland,0.02,0.5,-0.09,0.75,0.11,0.07,0.99,0.74,0.5,0.06,0.2,0.14,0.08,0.21,1.99,0.11,0.09,0.05,0.03,0.38,0.12,5.04,-0.12,5.62,0.63,0.11,2.02,1.38,0.27,0.74,0.84,0.66,0.36,0.14,0.07,0.18,0.4,0.09,0.12,0.51,0.34,0.67,0.88,-35474,0.04,0.32,6.15,8.49,2.17,1,-0.32,0.24,0.38,0.09,0.13,0.19,0.59,0.28,18.37,0.37,1.78,0,0.01,0,0,932.99,6715.01,5215.35,8748.88,463.95,623.62,1,0.99,0.88,0.8,0.66,1.88,0.68,0.75,0.72,11.61,7.65,3
114,64,Poland,0.07,0.32,0.25,1.95,0.23,0.08,2.11,1.79,0.68,0.08,0.32,0.05,0.05,0.26,3.11,0.25,0.05,0.08,0.04,0.44,0.2,39.19,0.53,5.3,0.14,0.12,6.42,5.32,0.15,1.79,6.58,0.73,0.08,0.29,0.05,0.41,1.36,0.08,0.05,1.62,0.27,1.41,1.53,50989,0.1,0.08,11.31,6.31,6.71,3.72,0.06,0.42,0,0.15,0.09,0.48,2.81,0.58,1.64,0.3,1.89,0,0.02,0.01,0.1,1195.42,9614.55,9854.74,9914.62,811.25,1687.55,0.79,0.79,1.05,1.13,1.33,0.48,0.97,1.13,1.03,m,m,3
115,66,Czech Republic,0.04,0.78,-0.01,0.99,0.05,0.06,0.28,0.92,0.22,0.08,0.15,m,0.09,m,1.28,0.1,0.06,0.08,0.04,0.17,m,-3.67,-0.01,5.49,0.72,0.35,2.32,1.1,0,0.94,0.72,0.63,0,0.31,0.08,0.51,0.8,m,m,0.47,0.37,0.34,0.99,-1677.42,0.16,1.88,13.18,5.13,2.5,1.46,m,m,m,m,m,m,m,m,m,m,m,0,0.01,0.01,0,4097.96,15771.74,m,11651.36,896.77,1411.58,0.85,0.83,1.13,0.99,1.08,m,1.4,0.98,1,1.77,-0.3,3
116,67,Poland,0.04,0.7,0.01,1.04,0.03,0.1,0.42,1.24,0.3,0.08,0.35,0.11,0.06,0.2,1.42,0.1,0.08,0.07,0.03,0.27,0.12,2.85,0.02,5.27,0.54,0.25,4.05,1.67,0.26,1.25,0.5,0.71,0.21,0.22,0.06,0.42,0.71,0.11,0.09,0.43,0.29,0.43,1.02,1943,0.13,1.38,12.97,8.76,4.28,1.77,-0.08,1.33,1.38,0.03,0.02,0.04,0.07,0.1,-4.53,0.1,0.41,0,0.03,0,0.03,639.43,1890.59,1663.46,2609.46,190.66,272.57,1.09,1.07,1.05,0.88,0.36,2.87,1.03,0.97,0.59,1.98,0.11,3
117,69,Poland,0.05,0.51,0.23,1.87,-0.03,0.03,0.98,1.09,0.49,0.04,0.13,0.08,0.03,0.18,1.97,0.07,0.03,0.03,0.05,0.53,0.22,-6.99,0.44,5.4,0.39,0.07,4.1,2.11,0,1.1,1.1,0.74,0,0.34,0.03,0.25,1.04,0.09,0.08,0.96,0.26,0.96,1.44,56933.67,0.11,0.5,5.02,6.01,4.18,2.13,0.01,1.47,1.58,0.04,0.03,0.07,0.15,0.14,-5.2,0.08,1.08,0,0.01,0,0.05,1099.17,16251.36,5938.92,16095.73,543.24,1059,0.97,1.03,1.16,1.07,0.55,m,0.96,1.08,1.12,1.63,0.13,3
118,70,Poland,0.04,0.59,0.14,1.34,0.09,0.05,0.7,1.01,0.41,0.05,0.12,0.07,0.05,0.12,1.7,0.09,0.05,0.05,0.04,0.32,0.1,-14.25,0.31,5.3,0.44,0.13,2.36,1.65,1.01,1.02,2.62,0.59,1,0.36,0.05,0.49,1.14,0.07,0.07,0.93,0.41,0.91,1.31,27991,0.1,0.44,12.32,3.15,2.47,2.26,0.06,0.39,0.21,0.1,0.1,0.17,0.57,0.25,6.9,0.19,1.99,0,0.01,0,0.03,733.44,6035.49,4136.34,5821.77,300.88,670.73,0.82,0.85,1.18,1.31,0.28,-0.06,1.67,0.64,1.98,3.31,0.07,3
119,71,Poland,0,0.42,0.24,1.59,-0.16,0.05,1.49,0.68,0.63,0.03,0.13,0.11,0.04,0.17,2.36,0.06,0.08,0.02,0,0.79,0.05,1.15,0.7,5.41,0.45,0.04,1.6,1.56,0.07,0.68,19.92,0.64,0.1,0.44,0.04,0,0.52,0.05,0.07,1.54,0.41,1.83,1.86,61798,0,0.02,1.55,18.93,1.65,1.98,-0.32,-0.01,0.24,0.09,0.13,0.21,8.12,0.21,-9.05,0.13,3.68,0,0,0,0,1838.55,22413,25546.99,48340.37,1159.03,3363.43,0.61,0.64,m,m,m,2.4,m,m,m,m,m,3
120,72,Poland,0.06,0.44,0.07,1.2,0,0.09,1.31,0.99,0.57,0.09,0.24,0.14,0.1,0.32,2.29,0.2,0.09,0.09,0.06,0.57,0.27,31.04,0.13,5.36,0.4,0.15,2.46,2.07,0,0.99,3.88,0.64,0,0.16,0.09,0.37,0.73,0.14,0.14,1.01,0.37,1.02,1.14,16609.79,0.11,0.12,5.76,4.74,2.69,1.77,-0.12,0.89,0.75,0.07,0.07,0.16,1.03,0.19,12.29,0.16,0.81,0,0.01,0,0.02,1376.92,8866.29,5582.69,8990.92,785.89,1400.82,m,m,1.27,1.11,1.14,4.23,1.15,0.83,1.34,-22.09,-0.45,3
121,75,Poland,0.04,0.39,0.19,1.86,0.56,0.05,1.55,0.74,0.6,0.06,0.25,0.18,0.09,0.34,2.57,0.16,0.07,0.06,0.06,0.04,0.31,-7.82,0.32,5.58,0.5,0.1,3.11,1.75,1.09,0.74,0.2,0.77,1.48,0.09,0.08,0.12,0.16,0.14,0.19,1.05,0.22,1.02,1.31,71279,0.07,0.28,1.97,52.86,3.37,1.25,-0.3,1.53,2.65,0.03,0.04,0.07,0.17,0.13,-5.08,0.07,0.48,0,0,0,0,1093.28,12025.58,4808.05,10907.45,659.41,1114.26,1.25,1.26,0.94,0.89,0.84,3.56,1.04,159.52,0.85,-0.28,-0.11,3
122,76,Poland,0.02,0.63,0.11,1.21,0.02,0.03,0.59,1.42,0.37,0.03,0.05,0.03,0.02,0.07,1.59,0.05,0.02,0.03,0.02,0.35,0.06,-5.8,0.33,5.15,0.44,0.08,2.59,2.21,0,1.42,2.46,0.46,0,0.02,0.02,0.06,0.43,0.04,0.03,1.03,0.54,1.06,1.33,16276.7,0.06,0.25,3.36,6.44,2.64,4.07,-0.22,0.46,0.27,0.05,0.04,0.08,0.56,0.1,9.31,0.08,1.75,0,0.01,0,0.04,449.93,5671.89,3813.2,5631.33,166.46,477.96,0.84,0.84,1.6,1.42,0.97,2.19,1.26,1.25,1.54,2.35,-1.79,3
123,77,Poland,0.1,0.55,0.06,1.2,0.22,0.12,0.91,1.12,0.5,0.13,0.4,0.15,0.12,0.3,1.82,0.22,0.11,0.12,0.09,0.28,0.26,-28.26,0.1,5.24,0.44,0.25,3.24,1.82,0,1.12,0.86,0.74,0,0.19,0.11,0.6,0.67,0.17,0.15,0.68,0.31,0.8,1.18,10802.55,0.2,0.48,6.84,7.51,3.63,1.78,-0.11,1.68,0.75,0.06,0.05,0.11,0.24,0.19,1.27,0.16,0.47,0,0.02,0.03,0,3370.81,13807.15,10109.01,13674.62,1688.38,2686.36,1.19,1.22,0.99,0.99,0.94,1.16,0.99,0.99,0.99,0.94,0.94,3
124,80,Poland,0.03,0.26,0.44,2.8,0.03,0.03,2.83,2.11,0.74,0.04,0.13,0.02,0.01,0.13,3.83,0.12,0.01,0.03,0.01,0.71,0.11,-3.43,1.44,4.68,0.09,0.04,8.77,8.31,4.09,2.2,33.12,0.75,1.94,0.39,0.01,0.11,1.82,0.03,0.02,2.65,0.25,2.4,2.44,21115,0.03,0.02,8.76,5.98,8.55,6.87,0.09,12.4,1.49,0,0,0.01,0.15,0.01,0.49,0,0.07,0,0.01,0,0.05,228.92,5461.43,5074.54,5593.15,169.18,549.38,0.94,0.94,1.06,1.05,7.04,m,1.18,0.9,0.93,0.93,-0.53,3
125,82,Poland,0.07,0.48,0.08,1.18,0.08,0.09,1.1,1.09,0.52,0.1,0.23,0.12,0.1,0.28,2.1,0.21,0.09,0.1,0.07,0.45,0.24,-10.83,0.15,5.21,0.44,0.19,2.42,2.13,1.9,1.11,6.05,0.58,1.74,0.15,0.09,0.54,0.85,0.14,0.13,1.04,0.42,1.03,1.15,12342,0.14,0.11,7.9,3.78,2.62,2.16,-0.06,2.06,1.07,0.04,0.03,0.08,0.62,0.09,12.3,0.07,0.36,0.01,0.14,0.36,0,585.84,3267.38,2199.96,3050.71,306.98,605.23,1,0.9,1.03,0.99,0.05,m,1.1,0.92,1.3,0.56,-0.26,3
126,83,Poland,-0.02,0.72,-0.07,0.89,0.02,-0.02,0.39,1.57,0.28,0,-0.03,-0.01,0,-0.02,1.38,0,-0.01,0,-0.01,0.26,-0.03,-0.05,-0.16,4.97,0.43,0,2.54,2.19,1.57,1.59,2.81,0.38,1,0.1,0,-0.07,0.45,0,0,0.76,0.62,0.62,0.84,-6619,-0.07,0.36,5.72,7.27,2.51,3.48,-0.22,-0.35,0,0.06,0.04,0.08,0.55,0.09,-3.6,0.1,61.65,0,0,0,0,376.28,-6282.62,m,117868.13,105.21,233.84,1.02,1.03,0.94,0.65,0.71,m,0.8,0.51,1,m,m,3
127,85,Hungary,0.01,0.49,-0.01,0.97,0.19,0.02,1.04,1.21,0.51,0.04,0.07,0.02,0.03,0.05,2.04,0.07,0.02,0.03,0.01,0.32,0.03,-2.49,-0.02,5.15,0.39,0.06,3.22,2.45,0.23,1.23,1.51,0.63,0.19,0.05,0.03,0.08,0.47,0,0,0.74,0.37,0.8,0.98,-1644,0.03,0.23,6.6,7.71,3.26,1.9,-0.16,m,m,0,0,0,0,0,m,0,0,0,0.01,0,0.02,732.52,15243.79,m,11426.15,373.53,584.54,0.95,0.97,1.01,0.87,1.11,4.41,0.8,0.91,1.23,1.71,0.07,3
128,86,Poland,0.05,0.53,-0.03,0.91,0.15,0.09,0.88,1.11,0.47,0.07,0.31,0.1,0.07,0.2,1.88,0.13,0.08,0.07,0.04,0.32,0.13,4.17,-0.03,5.18,0.46,0.15,3.68,1.95,0,1.11,0.63,0.72,0,0.12,0.06,0.51,0.57,0.09,0.08,0.48,0.28,0.63,0.97,-3787.29,0.11,0.54,11.49,8.77,3.94,1.49,-0.12,0.89,0.33,0.06,0.05,0.1,0.22,0.2,-17.62,0.22,0.78,0,0,0,0.04,255.61,1352.61,1335.64,1677.17,119.36,160.46,0.94,0.93,0.9,0.93,0.89,m,0.76,1.1,0.83,2.98,-1.76,3
129,89,Poland,0,0.41,0.19,2.07,0.08,0.03,1.47,0.77,0.59,0.05,0.19,0.15,0.05,0.29,2.47,0.08,0.04,0.03,-0.01,0.52,0.19,-2.38,0.31,5.3,0.4,0.06,4.14,1.85,0.77,0.78,1.13,0.82,1,0.56,0.04,-0.04,1.4,0.12,0.15,0.93,0.18,0.95,1.31,38684,-0.01,0.38,6.33,5.07,4.26,1.24,0.11,-0.04,0.7,0.12,0.15,0.29,0.52,0.64,40.43,0.31,3.43,0,0.01,0,0,580.69,9969.34,2996.61,10191.81,345.34,553.02,0.99,1,m,m,m,2.73,m,m,m,m,m,3
130,91,Poland,0.07,0.43,0.13,1.56,0.33,0.08,1.35,0.91,0.58,0.09,0.36,0.14,0.11,0.29,2.33,0.2,0.09,0.09,0.07,0.24,0.26,-12.57,0.19,5.29,0.41,0.15,3.72,1.94,0,0.92,0.97,0.78,0,0.26,0.1,0.46,0.89,0.13,0.14,0.81,0.22,0.89,1.2,24175.43,0.12,0.35,6.08,6.53,4.08,1.4,-0.03,1.07,0.67,0.06,0.07,0.15,0.31,0.29,53.3,0.18,0.73,0,0.03,0.04,0.06,1146.32,8188.02,5112.14,7629.86,664.14,1019.4,m,m,1.22,1.34,0.95,m,1.48,1.27,1.99,0.39,0.31,3
131,92,Poland,-0.02,0.7,-0.07,0.9,-0.32,-0.02,0.43,1.11,0.3,0.01,-0.02,0.02,0.01,0.03,1.43,0.02,-0.01,0.01,-0.02,0.62,0.02,-0.45,-0.16,5.02,0.59,0.04,1.73,1.59,1.11,1.12,5.99,0.36,1,0.07,0.01,-0.08,0.54,0.05,0.04,0.82,0.64,0.71,0.84,-7093,-0.06,0.19,4.88,3.68,1.73,2.59,-0.27,0.49,-0.89,-0.04,-0.03,-0.05,-0.65,-0.06,-4.81,-0.07,-2.76,0,0,0,0,1923.01,-37757.29,12386.23,42943.91,580.01,1359.94,1.2,1.21,1.15,1.22,m,2.57,1.21,1.46,1.36,-5.17,8.41,3
